method,protocol,rmse,rmse_sd,pearson,pearson_sd,r2,r2_sd,spearman_unc_err,picp,mpiw
evi2,P1,0.09914,0.00052725705305856,0.77584,0.003105318019140678,0.59996,0.00433451266003457,-0.015539999999999998,0.90708,0.31682
