protocol,method,seed,rmse,pearson,r2,spearman_unc_err,picp,mpiw,train_s
P1,evi2,0,0.0994,0.7742,0.5977,-0.166,0.9059,0.319,163
P1,evi2,1,0.0984,0.7797,0.6059,-0.1621,0.9093,0.3191,123
P1,evi2,2,0.0988,0.7785,0.6029,-0.2082,0.9084,0.3201,115
P1,evi2,3,0.0994,0.7744,0.5981,0.3104,0.9066,0.3122,109
P1,evi2,4,0.0997,0.7724,0.5952,0.1482,0.9052,0.3137,102
