method,protocol,rmse,rmse_sd,pearson,pearson_sd,r2,r2_sd,spearman_unc_err,picp,mpiw
deepdtf,P2,0.172,0.0017986105748604977,0.45360000000000006,0.022467087038599363,0.12832,0.018130830096826783,,0.8665200000000001,0.42535999999999996
delfos,P2,0.16406,0.0014587666023048393,0.4952,0.01917485332408046,0.20693999999999999,0.014033816302061252,,0.8704000000000001,0.41024000000000005
