method,protocol,rmse,rmse_sd,pearson,pearson_sd,r2,r2_sd,spearman_unc_err,picp,mpiw
evi2,P0,0.08184,0.0004449719092257391,0.86316,0.0018420097719610302,0.74452,0.0028908476265621453,-0.0058599999999999946,0.8998000000000002,0.24218
