method,protocol,rmse,rmse_sd,pearson,pearson_sd,r2,r2_sd,spearman_unc_err,picp,mpiw
deepdtf,P1,0.10162,0.0005585696017507562,0.77268,0.0048797540921648895,0.5795600000000001,0.004553350414804465,,0.9109999999999999,0.32752
delfos,P1,0.09716,0.0011058933040759371,0.7850400000000001,0.005787313711904687,0.61584,0.008752313979742724,,0.9100199999999999,0.31342
