method,protocol,rmse,rmse_sd,pearson,pearson_sd,r2,r2_sd,spearman_unc_err,picp,mpiw
evi2,XD_CTRPv2toGDSC,0.151913121342659,0.0019002812652690912,0.47165327466708584,0.005970673159698402,-0.03147909641265869,0.025798963482476064,0.23594265666926698,0.6666320501845433,0.2280601978302002
mlp,XD_CTRPv2toGDSC,0.15785422325134277,0.0013497372946779348,0.4568652552021636,0.007927666100970777,-0.11366164684295654,0.0190861576512171,,0.627068217859298,0.22032397985458374
